vote_id,for_or_against,vote_topic,vote_date,politic_name
vote_2940,POUR,Autorisation de l'utilisation des pesticides néonicotinoïdes jusqu'en 2023,06 oct. 2020,marine-lepen
vote_2814,CONTRE,Vote de confiance au gouvernement de Jean Castex,15 juill. 2020,marine-lepen
vote_2146,CONTRE,Projet de loi bioéthique,15 oct. 2019,marine-lepen
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,emmanuel-blairy
vote_3643,ABSTENTION,Proposition de loi visant à limiter la diffusion des polluants éternels (PFAS),04 avr. 2024,emmanuel-blairy
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,emmanuel-blairy
vote_3508,POUR,Proposition de loi visant à réduire l'impact environnemental de l'industrie textile,14 mars 2024,emmanuel-blairy
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,emmanuel-blairy
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,emmanuel-blairy
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,emmanuel-blairy
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,emmanuel-blairy
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,emmanuel-blairy
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,emmanuel-blairy
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,emmanuel-blairy
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,emmanuel-blairy
vote_1403,POUR,Supprimer la proposition de loi interdisant les vols en jets privés,06 avr. 2023,emmanuel-blairy
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,emmanuel-blairy
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,emmanuel-blairy
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,emmanuel-blairy
vote_947,CONTRE,Supprimer certains régimes spéciaux de retraite,10 févr. 2023,emmanuel-blairy
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,emmanuel-blairy
vote_667,POUR,Solliciter l'avis des Bâtiments de France pour les projets éoliens à moins de 5km d'un bâtiment historique,06 déc. 2022,emmanuel-blairy
vote_652,ABSTENTION,Proposition de résolution soutenant l'Ukraine et condamnant la guerre menée par la Russie,30 nov. 2022,emmanuel-blairy
vote_629,CONTRE,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,emmanuel-blairy
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,emmanuel-blairy
vote_531,POUR,Créer une aide exceptionnelle de 230 millions d'euros pour les ménages se chauffant au bois,08 nov. 2022,emmanuel-blairy
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,emmanuel-blairy
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,emmanuel-blairy
vote_325,ABSTENTION,Rétablir l'impôt de solidarité sur la fortune (ISF),17 oct. 2022,emmanuel-blairy
vote_315,POUR,Relever l’abattement sur les successions et donations de 100 000 € à 150 000 €,14 oct. 2022,emmanuel-blairy
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,emmanuel-blairy
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,emmanuel-blairy
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,emmanuel-blairy
vote_126,POUR,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,emmanuel-blairy
vote_101,POUR,"Supprimer la redevance audiovisuelle, la taxe finançant l'audiovisuel public",23 juill. 2022,emmanuel-blairy
vote_105,POUR,Créer une taxe exceptionnelle sur les super‑profits des entreprises pétrolières et des concessionnaires d'autoroutes,23 juill. 2022,emmanuel-blairy
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,emmanuel-blairy
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,bruno-bilde
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,bruno-bilde
vote_3508,POUR,Proposition de loi visant à réduire l'impact environnemental de l'industrie textile,14 mars 2024,bruno-bilde
vote_3514,POUR,Assouplir les règles de cumul des mandats pour les députés et sénateurs,14 mars 2024,bruno-bilde
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,bruno-bilde
vote_3436,POUR,Proposition de loi portant réparation des personnes condamnées pour homosexualité entre 1945 et 1982,06 mars 2024,bruno-bilde
vote_c1,POUR,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,bruno-bilde
vote_3289,POUR,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,bruno-bilde
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,bruno-bilde
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,bruno-bilde
vote_3058,POUR,Maintenir l'unanimité au Conseil des ministres de l'UE pour respecter la souveraineté des Etats,29 nov. 2023,bruno-bilde
vote_3048,POUR,Créer une commission d'enquête sur le modèle économique et la qualité d'accueil des crèches,28 nov. 2023,bruno-bilde
vote_2988,POUR,Obliger les contrôleurs aériens à se déclarer en grève au moins 2 jours avant,15 nov. 2023,bruno-bilde
vote_2965,CONTRE,Projet de loi pour le plein emploi,14 nov. 2023,bruno-bilde
vote_2890,ABSTENTION,Soutenir financièrement les filières agricoles bio en situation de crise,06 nov. 2023,bruno-bilde
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,bruno-bilde
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,bruno-bilde
vote_1785,ABSTENTION,Élargir l'assiette de la taxe sur les transactions financières (TFF),08 juin 2023,bruno-bilde
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,bruno-bilde
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,bruno-bilde
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,bruno-bilde
vote_1362,POUR,Supprimer la TVA sur les produits alimentaires de produits de première nécessité,06 avr. 2023,bruno-bilde
vote_1370,CONTRE,Proposer une option végétarienne dans les établissements de restauration collective,06 avr. 2023,bruno-bilde
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,bruno-bilde
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,bruno-bilde
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,bruno-bilde
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,bruno-bilde
vote_972,CONTRE,Retraites : créer un « index senior » dans les entreprises,14 févr. 2023,bruno-bilde
vote_947,CONTRE,Supprimer certains régimes spéciaux de retraite,10 févr. 2023,bruno-bilde
vote_931,POUR,Assurer un repas à 1 euros pour tous les étudiants,09 févr. 2023,bruno-bilde
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,bruno-bilde
vote_672,POUR,Créer un indicateur de saturation des éoliennes par département,07 déc. 2022,bruno-bilde
vote_667,POUR,Solliciter l'avis des Bâtiments de France pour les projets éoliens à moins de 5km d'un bâtiment historique,06 déc. 2022,bruno-bilde
vote_629,POUR,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,bruno-bilde
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,bruno-bilde
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,bruno-bilde
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,bruno-bilde
vote_315,POUR,Relever l’abattement sur les successions et donations de 100 000 € à 150 000 €,14 oct. 2022,bruno-bilde
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,bruno-bilde
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,bruno-bilde
vote_126,POUR,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,bruno-bilde
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,bruno-bilde
vote_4279,CONTRE,Projet de loi transformant le passe sanitaire en passe vaccinal,05 janv. 2022,bruno-bilde
vote_4150,CONTRE,Projet de loi de finances pour 2022,16 nov. 2021,bruno-bilde
vote_4085,POUR,Interdire le passe sanitaire dans les lieux d'exercice de la démocratie,03 nov. 2021,bruno-bilde
vote_4100,POUR,Restreindre l'utilisation du passe sanitaire aux événements de plus de 5 000 personnes,03 nov. 2021,bruno-bilde
vote_4101,POUR,Dispenser les mineurs de passe sanitaire pour leurs activités sportives en association,03 nov. 2021,bruno-bilde
vote_4034,CONTRE,Ensemble du projet de loi portant diverses dispositions de vigilance sanitaire,20 oct. 2021,bruno-bilde
vote_3943,CONTRE,Projet de loi relatif à la gestion de la crise sanitaire,22 juill. 2021,bruno-bilde
vote_3633,POUR,Reporter les élections régionales et départementales d'une semaine,13 avr. 2021,bruno-bilde
vote_3484,ABSTENTION,Inclure la protection de l'environnement dans la Constitution française,16 mars 2021,bruno-bilde
vote_3421,ABSTENTION,L'ensemble du projet de loi confortant le respect des principes de la République,16 févr. 2021,bruno-bilde
vote_3378,CONTRE,Prorogation de l'état d'urgence sanitaire jusqu'en juin 2021,09 févr. 2021,bruno-bilde
vote_3341,POUR,Interdire la détention d'animaux sauvages dans les cirques itinérants et de cétacés dans les zoos,29 janv. 2021,bruno-bilde
vote_3342,POUR,Inclure à l'école un module sur la sensibilisation au respect des animaux,29 janv. 2021,bruno-bilde
vote_3254,POUR,L'ensemble de la proposition de loi relative à la sécurité globale,24 nov. 2020,bruno-bilde
vote_3186,CONTRE,L'ensemble du projet de loi de finances pour 2021,17 nov. 2020,bruno-bilde
vote_3059,CONTRE,Loi de financement de la sécurité sociale pour 2021,27 oct. 2020,bruno-bilde
vote_2940,POUR,Autorisation de l'utilisation des pesticides néonicotinoïdes jusqu'en 2023,06 oct. 2020,bruno-bilde
vote_2814,CONTRE,Vote de confiance au gouvernement de Jean Castex,15 juill. 2020,bruno-bilde
vote_2146,ABSTENTION,Projet de loi bioéthique,15 oct. 2019,bruno-bilde
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,mariefrance-lorho
vote_3626,POUR,Limiter l'usage des polluants éternels (PFAS) : exclure les ustensiles de cuisine du texte,04 avr. 2024,mariefrance-lorho
vote_3562,CONTRE,Projet de loi renforçant la lutte contre les dérives sectaires,20 mars 2024,mariefrance-lorho
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,mariefrance-lorho
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,mariefrance-lorho
vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,mariefrance-lorho
vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,mariefrance-lorho
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,mariefrance-lorho
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,mariefrance-lorho
vote_3048,POUR,Créer une commission d'enquête sur le modèle économique et la qualité d'accueil des crèches,28 nov. 2023,mariefrance-lorho
vote_2965,CONTRE,Projet de loi pour le plein emploi,14 nov. 2023,mariefrance-lorho
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,mariefrance-lorho
vote_2624,POUR,Supprimer l'article créant un service public de la petite enfance,03 oct. 2023,mariefrance-lorho
vote_2545,CONTRE,Inscrire toutes les personnes sans emploi sur la liste des demandeurs d'emploi,27 sept. 2023,mariefrance-lorho
vote_2137,CONTRE,Proposition de loi renforçant l'accès des femmes aux responsabilités dans la fonction publique,05 juill. 2023,mariefrance-lorho
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,mariefrance-lorho
vote_1785,ABSTENTION,Élargir l'assiette de la taxe sur les transactions financières (TFF),08 juin 2023,mariefrance-lorho
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,mariefrance-lorho
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,mariefrance-lorho
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,mariefrance-lorho
vote_1462,POUR,Proposition de loi réintégrant les soignants non-vaccinés contre le Covid-19,04 mai 2023,mariefrance-lorho
vote_1362,POUR,Supprimer la TVA sur les produits alimentaires de produits de première nécessité,06 avr. 2023,mariefrance-lorho
vote_1370,CONTRE,Proposer une option végétarienne dans les établissements de restauration collective,06 avr. 2023,mariefrance-lorho
vote_1403,POUR,Supprimer la proposition de loi interdisant les vols en jets privés,06 avr. 2023,mariefrance-lorho
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,mariefrance-lorho
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,mariefrance-lorho
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,mariefrance-lorho
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,mariefrance-lorho
vote_972,CONTRE,Retraites : créer un « index senior » dans les entreprises,14 févr. 2023,mariefrance-lorho
vote_931,POUR,Assurer un repas à 1 euros pour tous les étudiants,09 févr. 2023,mariefrance-lorho
vote_840,CONTRE,Inviter le Gouvernement à suspendre l'exploitation minière des fonds marins,17 janv. 2023,mariefrance-lorho
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,mariefrance-lorho
vote_667,POUR,Solliciter l'avis des Bâtiments de France pour les projets éoliens à moins de 5km d'un bâtiment historique,06 déc. 2022,mariefrance-lorho
vote_629,CONTRE,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,mariefrance-lorho
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,mariefrance-lorho
vote_531,POUR,Créer une aide exceptionnelle de 230 millions d'euros pour les ménages se chauffant au bois,08 nov. 2022,mariefrance-lorho
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,mariefrance-lorho
vote_510,POUR,"Baisser le taux de TVA sur l'énergie : gaz, électricité, fioul, carburants",07 nov. 2022,mariefrance-lorho
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,mariefrance-lorho
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,mariefrance-lorho
vote_189,CONTRE,Approuver le partenariat entre la France et le Qatar pour la sécurité du Mondial de foot,04 août 2022,mariefrance-lorho
